name,description,ingredients,category,protein,carbs,fat,fiber,vitamins,calories,cooking_time,spicy_level,instructions,is_vegetarian
Fresh Vegetable Juice,"A healthy and refreshing juice made with a variety of fresh vegetables, great for detoxification.","carrots, celery, cucumber, spinach, lemon",beverages,2,15,0,2,"{'vitamin A': 50, 'vitamin C': 20}",80,10,0,"1. In a juicer, combine carrots, celery, cucumber, spinach, and lemon juice. 2. Juice until smooth and serve chilled.",TRUE
Orange and Carrot Juice,"A sweet and tangy juice made with fresh oranges and carrots, rich in vitamin C and beta-carotene.","oranges, carrots",beverages,2,30,0,3,"{'vitamin A': 40, 'vitamin C': 50}",120,10,0,"1. Peel oranges and chop carrots. 2. In a juicer, combine oranges and carrots. 3. Juice until smooth and serve immediately.",TRUE
Berry Acai Bowl Smoothie,"A vibrant smoothie bowl made with acai berries and mixed berries, topped with granola and nuts.","acai puree, mixed berries, banana, granola, nuts",beverages,5,40,5,8,"{'vitamin C': 30, 'fiber': 10}",350,10,0,"1. In a blender, combine acai puree, mixed berries, and banana. 2. Blend until smooth. 3. Pour into a bowl and top with granola and nuts.",TRUE
Cinnamon Apple Cider,"A warm and comforting drink made with apple cider and spices, perfect for fall.","apple cider, cinnamon sticks, cloves",beverages,0,30,0,0,{'vitamin C': 5},120,15,0,"1. In a pot, combine apple cider, cinnamon sticks, and cloves. 2. Heat over medium heat until warm. 3. Serve hot in mugs.",TRUE
Strawberry Watermelon Juice,"A refreshing juice combining sweet strawberries and juicy watermelon, perfect for summer.","strawberries, watermelon",beverages,1,25,0,1,"{'vitamin C': 30, 'potassium': 10}",70,10,0,"1. Cut strawberries and watermelon into pieces. 2. In a blender, combine strawberries and watermelon. 3. Blend until smooth and serve chilled.",TRUE
Coconut Mango Smoothie,"A tropical smoothie made with coconut milk and ripe mango, creamy and refreshing.","coconut milk, mango, honey, ice",beverages,3,30,5,2,"{'vitamin C': 25, 'potassium': 15}",250,5,0,"1. In a blender, combine coconut milk, mango, honey, and ice. 2. Blend until smooth. 3. Serve immediately.",TRUE
Papaya Ginger Smoothie,A tropical smoothie made with ripe papaya and fresh ginger for a zesty kick.,"papaya, ginger, yogurt, honey, ice",beverages,4,35,1,5,"{'vitamin C': 40, 'fiber': 5}",180,5,0,"1. In a blender, combine papaya, ginger, yogurt, honey, and ice. 2. Blend until smooth. 3. Serve immediately.",TRUE
Chocolate Banana Protein Shake,"A delicious shake made with chocolate protein powder and banana, great for post-workout.","chocolate protein powder, banana, almond milk, ice",beverages,20,30,5,4,"{'calcium': 15, 'potassium': 10}",300,5,0,"1. In a blender, combine chocolate protein powder, banana, almond milk, and ice. 2. Blend until smooth. 3. Serve immediately.",FALSE
Herbal Detox Tea,A soothing tea made with herbal ingredients known for their detoxifying properties.,"herbal tea bag, hot water, lemon juice, honey",beverages,0,5,0,0,{'vitamin C': 5},30,5,0,1. Steep herbal tea bag in hot water for 5 minutes. 2. Add lemon juice and honey to taste. 3. Serve hot.,TRUE
Lavender Lemonade,A fragrant and refreshing lemonade infused with lavender for a unique flavor.,"water, lemon juice, lavender syrup, sugar",beverages,0,25,0,0,{'vitamin C': 10},80,10,0,"1. In a pitcher, combine water, lemon juice, lavender syrup, and sugar. 2. Stir until sugar dissolves. 3. Serve over ice.",TRUE
Mango Coconut Water,"A hydrating drink made with fresh mango and coconut water, perfect for hot days.","mango, coconut water, lime juice",beverages,1,20,0,1,"{'vitamin C': 25, 'potassium': 15}",90,5,0,"1. In a blender, combine mango, coconut water, and lime juice. 2. Blend until smooth. 3. Serve chilled.",TRUE
Raspberry Lemonade,A sweet and tangy lemonade made with fresh raspberries for a vibrant color.,"water, lemon juice, raspberries, sugar",beverages,0,25,0,0,{'vitamin C': 20},100,10,0,"1. In a pitcher, combine water, lemon juice, raspberries, and sugar. 2. Stir until sugar dissolves. 3. Serve over ice.",TRUE
Pineapple Mint Juice,"A refreshing juice made with sweet pineapple and fresh mint, great for hydration.","pineapple, mint leaves, lime juice",beverages,1,20,0,1,"{'vitamin C': 30, 'potassium': 10}",90,10,0,"1. In a blender, combine pineapple, mint leaves, and lime juice. 2. Blend until smooth. 3. Serve chilled.",TRUE
Chocolate Almond Milk,"A creamy drink made with almond milk and cocoa, perfect for a chocolate fix.","almond milk, cocoa powder, honey, vanilla extract",beverages,5,15,5,2,"{'calcium': 20, 'vitamin E': 10}",150,5,0,"1. In a bowl, whisk almond milk, cocoa powder, honey, and vanilla extract until smooth. 2. Heat gently if desired. 3. Serve warm or chilled.",FALSE
Chia Seed Pudding,"A nutritious pudding made with chia seeds soaked in milk or a dairy-free alternative, perfect for breakfast or dessert.","chia seeds, almond milk, honey, vanilla extract, fruit toppings",desserts,4,20,6,10,"{'calcium': 20, 'omega-3': 30}",150,10,0,"1. In a bowl, combine chia seeds, almond milk, honey, and vanilla extract. 2. Stir well and let sit for 10 minutes. 3. Stir again and refrigerate for at least 2 hours or overnight. 4. Serve with your choice of fruit toppings.",TRUE
Greek Yogurt Parfait with Honey and Berries,"A delicious and healthy parfait layered with Greek yogurt, fresh berries, and drizzled with honey.","Greek yogurt, mixed berries, honey, granola",desserts,10,30,5,5,"{'calcium': 15, 'vitamin C': 20}",250,5,0,"1. In a glass, layer Greek yogurt, mixed berries, and granola. 2. Drizzle honey on top. 3. Repeat layers until glass is filled. 4. Serve immediately.",FALSE
Banana Oatmeal Cookies,"Soft and chewy cookies made with ripe bananas and oats, a healthy snack option.","ripe bananas, oats, chocolate chips, vanilla extract",desserts,3,30,5,4,"{'potassium': 15, 'fiber': 10}",120,15,0,"1. Preheat oven to 350°F (175°C). 2. In a bowl, mash ripe bananas and mix in oats and chocolate chips. 3. Scoop mixture onto a baking sheet. 4. Bake for 10-12 minutes until golden. 5. Let cool before serving.",TRUE
Avocado Chocolate Mousse,"A creamy and rich chocolate mousse made with ripe avocados, a healthy dessert option.","ripe avocados, cocoa powder, honey, almond milk, vanilla extract",desserts,4,25,10,7,"{'vitamin E': 20, 'fiber': 8}",220,10,0,"1. In a blender, combine ripe avocados, cocoa powder, honey, almond milk, and vanilla extract. 2. Blend until smooth and creamy. 3. Chill in the refrigerator for at least 30 minutes. 4. Serve chilled.",TRUE
Coconut Macaroons,"Chewy and sweet coconut macaroons made with shredded coconut and egg whites, dipped in chocolate if desired.","shredded coconut, egg whites, sugar, vanilla extract, dark chocolate",desserts,2,20,8,2,"{'fiber': 5, 'iron': 10}",180,25,0,"1. Preheat oven to 325°F (160°C). 2. In a bowl, mix shredded coconut, egg whites, sugar, and vanilla extract. 3. Scoop mixture onto a baking sheet. 4. Bake for 20-25 minutes until golden. 5. Optional: Dip in melted dark chocolate before serving.",TRUE
Baked Apples with Cinnamon,"Warm baked apples filled with cinnamon and nuts, a healthy and comforting dessert.","apples, cinnamon, nuts, honey",desserts,1,25,0,4,"{'vitamin C': 10, 'fiber': 4}",150,30,0,"1. Preheat oven to 350°F (175°C). 2. Core apples and place them in a baking dish. 3. Mix cinnamon, nuts, and honey, and fill each apple. 4. Bake for 25-30 minutes until tender. 5. Serve warm.",TRUE
Dark Chocolate Covered Almonds,"Crunchy almonds coated in rich dark chocolate, a perfect sweet snack.","almonds, dark chocolate, sea salt (optional)",desserts,6,15,10,4,"{'magnesium': 20, 'vitamin E': 15}",200,10,0,1. Melt dark chocolate in a double boiler. 2. Dip each almond in chocolate and place on parchment paper. 3. Sprinkle with sea salt if desired. 4. Let cool until chocolate hardens.,TRUE
Quinoa Pudding with Almond Milk,"A creamy pudding made with cooked quinoa and almond milk, flavored with vanilla and sweetener.","cooked quinoa, almond milk, honey, vanilla extract",desserts,6,30,4,5,"{'fiber': 5, 'magnesium': 15}",180,15,0,"1. In a saucepan, combine cooked quinoa, almond milk, honey, and vanilla extract. 2. Cook over medium heat, stirring until thickened. 3. Let cool and serve chilled or warm.",TRUE
Almond Flour Brownies,"Fudgy brownies made with almond flour, a gluten-free treat.","almond flour, cocoa powder, eggs, honey, dark chocolate",desserts,5,25,12,4,"{'fiber': 5, 'vitamin E': 10}",250,25,0,"1. Preheat oven to 350°F (175°C). 2. In a bowl, mix almond flour, cocoa powder, eggs, and honey until combined. 3. Fold in melted dark chocolate. 4. Pour into a baking dish and bake for 20-25 minutes. 5. Let cool before cutting.",TRUE
Frozen Yogurt Bark with Fruits,"A refreshing treat made with yogurt, topped with fruits and nuts, perfect for hot days.","Greek yogurt, mixed fruits, nuts, honey",desserts,6,20,5,3,"{'calcium': 15, 'vitamin C': 20}",150,10,0,"1. Spread Greek yogurt on a baking sheet lined with parchment paper. 2. Top with mixed fruits and nuts, and drizzle honey. 3. Freeze for 3-4 hours until firm. 4. Break into pieces and serve.",FALSE
Energy Bites with Dates and Nuts,"No-bake energy bites made with dates and nuts, perfect for a quick snack.","dates, nuts, oats, cocoa powder, coconut",desserts,5,30,10,5,"{'fiber': 8, 'iron': 10}",200,10,0,"1. In a food processor, combine dates, nuts, oats, and cocoa powder. 2. Blend until sticky. 3. Roll into small balls and coat with coconut. 4. Refrigerate for 30 minutes before serving.",TRUE
Raw Cashew Cheesecake,"A creamy, dairy-free cheesecake made with cashews, perfect for a healthy dessert.","raw cashews, coconut oil, maple syrup, vanilla extract, lemon juice",desserts,4,30,12,3,"{'calcium': 20, 'vitamin E': 10}",300,20,0,"1. Soak raw cashews in water for 4 hours, then drain. 2. In a blender, combine cashews, coconut oil, maple syrup, vanilla extract, and lemon juice. 3. Blend until smooth. 4. Pour into a crust (optional) and refrigerate until set.",TRUE
Sweet Potato Brownies,Delicious brownies made with sweet potatoes for added moisture and nutrition.,"sweet potatoes, cocoa powder, almond flour, eggs, maple syrup",desserts,3,25,7,4,"{'vitamin A': 40, 'fiber': 5}",200,30,0,"1. Preheat oven to 350°F (175°C). 2. Cook and mash sweet potatoes. 3. In a bowl, mix mashed sweet potatoes, cocoa powder, almond flour, eggs, and maple syrup until combined. 4. Pour into a baking dish and bake for 25-30 minutes. 5. Let cool before cutting.",TRUE
Mango Coconut Sorbet,"A refreshing sorbet made with fresh mangoes and coconut milk, perfect for summer.","mango, coconut milk, lime juice",desserts,1,30,5,1,"{'vitamin C': 25, 'potassium': 15}",150,15,0,"1. In a blender, combine mango, coconut milk, and lime juice. 2. Blend until smooth. 3. Pour into a container and freeze for 4-6 hours. 4. Scoop and serve chilled.",TRUE
Oatmeal Raisin Energy Balls,"No-bake energy balls made with oats and raisins, perfect for a quick energy boost.","oats, raisins, nut butter, honey, chia seeds",desserts,4,25,8,5,"{'fiber': 5, 'iron': 10}",150,10,0,"1. In a bowl, mix oats, raisins, nut butter, honey, and chia seeds until combined. 2. Roll into small balls. 3. Refrigerate for 30 minutes before serving.",TRUE
Sweet Potato Pie,"A delicious pie made with sweet potato filling and a flaky crust, perfect for dessert.","sweet potatoes, pie crust, sugar, cinnamon, nutmeg, eggs",desserts,3,40,8,5,"{'vitamin A': 50, 'fiber': 6}",300,60,0,"1. Preheat oven to 350°F (175°C). 2. Boil and mash sweet potatoes. 3. In a bowl, mix mashed sweet potatoes with sugar, cinnamon, nutmeg, and eggs. 4. Pour into pie crust and bake for 45 minutes. 5. Let cool before serving.",TRUE
Peanut Butter Banana Ice Cream,"A creamy and healthy ice cream made with ripe bananas and peanut butter, no churn required!","ripe bananas, peanut butter, vanilla extract",desserts,4,30,10,4,"{'potassium': 15, 'vitamin E': 10}",200,5,0,"1. Slice ripe bananas and freeze them. 2. In a blender, combine frozen bananas, peanut butter, and vanilla extract. 3. Blend until creamy. 4. Serve immediately or freeze for a firmer texture.",FALSE
Date and Nut Bars,"Nutritious and energy-packed bars made with dates and nuts, great for a snack.","dates, mixed nuts, oats, cocoa powder",desserts,5,25,12,5,"{'fiber': 10, 'iron': 8}",250,10,0,"1. In a food processor, combine dates, mixed nuts, oats, and cocoa powder. 2. Blend until sticky. 3. Press mixture into a lined baking dish. 4. Refrigerate for 1 hour before cutting into bars.",TRUE
Carrot Cake Energy Bites,"No-bake energy bites made with oats, carrots, and spices, resembling carrot cake flavors.","oats, grated carrots, nut butter, honey, cinnamon",desserts,4,30,10,4,"{'vitamin A': 40, 'fiber': 5}",180,10,0,"1. In a bowl, mix oats, grated carrots, nut butter, honey, and cinnamon until combined. 2. Roll into small balls. 3. Refrigerate for 30 minutes before serving.",TRUE
Fruit Salad with Lime Dressing,"A refreshing fruit salad drizzled with a zesty lime dressing, perfect for summer.","mixed fruits (like berries, melons, apples), lime juice, honey",desserts,1,25,0,4,"{'vitamin C': 30, 'fiber': 4}",100,10,0,"1. In a bowl, combine mixed fruits. 2. In a separate bowl, whisk lime juice and honey. 3. Drizzle dressing over the fruit and toss gently. 4. Serve chilled.",TRUE
Chocolate Avocado Truffles,"Rich and creamy chocolate truffles made with avocados, a healthier treat.","ripe avocados, cocoa powder, maple syrup, coconut flakes",desserts,3,25,8,6,"{'fiber': 5, 'potassium': 15}",200,15,0,"1. In a blender, combine ripe avocados, cocoa powder, and maple syrup until smooth. 2. Refrigerate mixture for 30 minutes. 3. Roll into small balls and coat with coconut flakes. 4. Serve chilled.",TRUE
Coconut Flour Pancakes,"Fluffy pancakes made with coconut flour, a gluten-free breakfast option.","coconut flour, eggs, almond milk, baking powder, vanilla extract",desserts,5,20,9,3,"{'fiber': 10, 'protein': 12}",250,15,0,"1. In a bowl, mix coconut flour, eggs, almond milk, baking powder, and vanilla extract until combined. 2. Heat a non-stick skillet and pour batter to form pancakes. 3. Cook until bubbles form, then flip and cook until golden. 4. Serve with syrup or fruit.",TRUE
Lemon Blueberry Muffins,Moist and flavorful muffins packed with blueberries and a hint of lemon.,"flour, blueberries, sugar, lemon zest, eggs, baking powder",desserts,4,30,6,2,"{'vitamin C': 15, 'fiber': 3}",180,25,0,"1. Preheat oven to 375°F (190°C). 2. In a bowl, mix flour, sugar, baking powder, and lemon zest. 3. In another bowl, beat eggs and add blueberries. 4. Combine wet and dry ingredients and mix. 5. Pour into muffin tins and bake for 20-25 minutes.",TRUE
Almond Joy Energy Bites,"Energy bites inspired by the Almond Joy candy bar, packed with almonds and coconut.","almonds, shredded coconut, cocoa powder, honey",desserts,5,30,10,5,"{'fiber': 7, 'iron': 5}",220,15,0,"1. In a bowl, mix almonds, shredded coconut, cocoa powder, and honey until combined. 2. Roll into small balls. 3. Refrigerate for 30 minutes before serving.",TRUE
Berry Chia Jam,"A simple and healthy jam made with fresh berries and chia seeds, great for spreading on toast.","mixed berries, chia seeds, honey, lemon juice",desserts,2,20,0,4,"{'vitamin C': 20, 'fiber': 5}",100,15,0,"1. In a saucepan, cook mixed berries over medium heat until soft. 2. Stir in chia seeds, honey, and lemon juice. 3. Cook for 5-10 minutes, stirring until thickened. 4. Let cool and store in the refrigerator.",TRUE
Apple Nachos with Almond Butter,A fun and healthy dessert made with apple slices drizzled with almond butter and topped with toppings.,"apples, almond butter, granola, chocolate chips",desserts,3,30,10,4,"{'fiber': 5, 'vitamin C': 10}",200,10,0,1. Slice apples and arrange on a plate. 2. Drizzle with almond butter. 3. Top with granola and chocolate chips. 4. Serve immediately.,TRUE
Coconut Rice Pudding,A creamy and comforting rice pudding made with coconut milk and sweetened with sugar.,"rice, coconut milk, sugar, vanilla extract, cinnamon",desserts,4,40,8,2,"{'fiber': 5, 'calcium': 15}",250,30,0,"1. In a saucepan, combine rice, coconut milk, and sugar. 2. Cook over medium heat until rice is tender and mixture thickens. 3. Stir in vanilla extract and cinnamon. 4. Serve warm or chilled.",TRUE
Chocolate Dipped Strawberries,"Fresh strawberries dipped in melted chocolate, a simple yet elegant treat.","fresh strawberries, dark chocolate",desserts,2,15,8,2,"{'vitamin C': 20, 'fiber': 3}",150,10,0,1. Melt dark chocolate in a microwave or double boiler. 2. Dip each strawberry into the chocolate and place on parchment paper. 3. Let cool until chocolate hardens. 4. Serve chilled.,TRUE
Cinnamon Oat Energy Balls,"No-bake energy balls made with oats and cinnamon, perfect for a quick snack.","oats, nut butter, honey, cinnamon, vanilla extract",desserts,5,30,10,4,"{'fiber': 5, 'iron': 10}",180,10,0,"1. In a bowl, mix oats, nut butter, honey, cinnamon, and vanilla extract until combined. 2. Roll into small balls. 3. Refrigerate for 30 minutes before serving.",TRUE
Matcha Green Tea Cookies,"Delicious cookies made with matcha powder, offering a unique flavor and health benefits.","flour, matcha powder, sugar, butter, eggs",desserts,4,25,10,2,"{'vitamin C': 5, 'iron': 6}",200,20,0,"1. Preheat oven to 350°F (175°C). 2. In a bowl, mix flour, matcha powder, sugar, and butter until combined. 3. Add eggs and mix well. 4. Drop spoonfuls of dough onto a baking sheet and bake for 12-15 minutes. 5. Let cool before serving.",TRUE
Brown Rice Pudding,"A creamy and comforting dessert made with brown rice, coconut milk, and sweetened with sugar.","brown rice, coconut milk, sugar, vanilla extract, cinnamon",desserts,4,40,8,3,"{'fiber': 5, 'magnesium': 15}",250,30,0,"1. Cook brown rice according to package instructions. 2. In a saucepan, combine cooked rice, coconut milk, sugar, and cinnamon. 3. Cook over medium heat until thickened. 4. Stir in vanilla extract and serve warm or chilled.",TRUE
Mango Sticky Rice,"A popular Thai dessert made with glutinous rice, coconut milk, and fresh mango slices.","glutinous rice, coconut milk, sugar, ripe mango",desserts,3,50,10,3,"{'vitamin A': 20, 'fiber': 4}",300,40,0,"1. Cook glutinous rice according to package instructions. 2. In a saucepan, heat coconut milk and sugar until dissolved. 3. Combine cooked rice with coconut milk and let sit. 4. Serve with sliced mango on top.",TRUE
Almond Joy Smoothie Bowl,"A smoothie bowl inspired by the Almond Joy candy bar, made with bananas, almond butter, and cocoa powder.","bananas, almond butter, cocoa powder, almond milk, toppings (coconut, almonds)",desserts,5,30,12,5,"{'fiber': 7, 'vitamin E': 10}",300,10,0,"1. In a blender, combine bananas, almond butter, cocoa powder, and almond milk until smooth. 2. Pour into a bowl and top with shredded coconut and almonds. 3. Serve immediately.",TRUE
Coconut Whipped Cream with Fresh Berries,"Light and fluffy whipped cream made from coconut milk, served with fresh berries.","coconut milk, powdered sugar, vanilla extract, mixed berries",desserts,2,15,10,2,"{'vitamin C': 20, 'fiber': 4}",150,10,0,1. Chill coconut milk in the refrigerator overnight. 2. Scoop out the solid cream into a bowl. 3. Whip with powdered sugar and vanilla until fluffy. 4. Serve over fresh berries.,TRUE
Peanut Butter Energy Bites,"Nutritious no-bake bites made with oats, peanut butter, and honey, perfect for snacking.","oats, peanut butter, honey, chocolate chips, flaxseed",desserts,6,30,15,5,"{'fiber': 5, 'iron': 10}",200,10,0,"1. In a bowl, mix oats, peanut butter, honey, chocolate chips, and flaxseed until combined. 2. Roll into small balls. 3. Refrigerate for 30 minutes before serving.",FALSE
Flourless Chocolate Cake,"A rich and fudgy cake made without flour, perfect for chocolate lovers.","dark chocolate, eggs, sugar, butter, cocoa powder",desserts,6,25,20,3,"{'iron': 15, 'vitamin E': 10}",400,30,0,"1. Preheat oven to 350°F (175°C). 2. Melt dark chocolate and butter together. 3. In a bowl, whisk eggs and sugar until thick. 4. Fold in melted chocolate and cocoa powder. 5. Pour into a greased pan and bake for 25 minutes.",FALSE
Zucchini Brownies,"Moist and fudgy brownies made with grated zucchini, a healthy twist on a classic dessert.","zucchini, cocoa powder, flour, sugar, eggs, chocolate chips",desserts,4,30,8,4,"{'fiber': 3, 'vitamin A': 20}",250,30,0,"1. Preheat oven to 350°F (175°C). 2. In a bowl, mix grated zucchini, cocoa powder, flour, sugar, and eggs until combined. 3. Stir in chocolate chips. 4. Pour into a baking dish and bake for 25-30 minutes.",TRUE
Matcha Chia Pudding,"A nutritious and energizing chia pudding infused with matcha, great for breakfast or a snack.","chia seeds, almond milk, matcha powder, honey, vanilla extract",desserts,6,25,8,10,"{'fiber': 10, 'calcium': 20}",200,10,0,"1. In a bowl, mix chia seeds, almond milk, matcha powder, honey, and vanilla extract. 2. Stir well and let sit for at least 2 hours or overnight. 3. Serve chilled, topped with fruits.",TRUE
Vegan Chocolate Mousse,"A rich and creamy chocolate mousse made with avocados and cocoa, perfect for a dessert.","ripe avocados, cocoa powder, maple syrup, vanilla extract",desserts,4,20,10,5,"{'fiber': 5, 'iron': 8}",300,15,0,"1. In a blender, combine ripe avocados, cocoa powder, maple syrup, and vanilla extract. 2. Blend until smooth. 3. Chill for 30 minutes before serving.",TRUE
Oatmeal Fruit Crumble,A comforting dessert made with baked fruit and a crumbly oat topping.,"mixed fruits, oats, flour, brown sugar, butter",desserts,3,40,12,5,"{'fiber': 6, 'vitamin C': 10}",250,30,0,"1. Preheat oven to 350°F (175°C). 2. In a baking dish, combine mixed fruits. 3. In a bowl, mix oats, flour, brown sugar, and butter until crumbly. 4. Sprinkle over fruit and bake for 30-35 minutes.",TRUE
Raspberry Almond Overnight Oats,"Nutritious and filling overnight oats made with raspberries and almonds, perfect for breakfast.","rolled oats, almond milk, raspberries, almonds, honey",desserts,8,40,10,8,"{'fiber': 10, 'vitamin C': 15}",300,10,0,"1. In a jar, combine rolled oats, almond milk, raspberries, and honey. 2. Stir well and refrigerate overnight. 3. Top with almonds before serving.",TRUE
Healthy Snickerdoodle Cookies,Soft and chewy cookies made with whole wheat flour and a cinnamon sugar coating.,"whole wheat flour, sugar, butter, eggs, cinnamon",desserts,3,20,8,1,"{'fiber': 3, 'iron': 5}",150,20,0,"1. Preheat oven to 350°F (175°C). 2. In a bowl, cream together butter and sugar. 3. Add eggs and mix. 4. Stir in flour and cinnamon. 5. Roll dough into balls, coat in cinnamon sugar, and bake for 10-12 minutes.",TRUE
Chocolate Coconut Energy Balls,"No-bake energy balls made with chocolate and coconut, a quick snack to boost energy.","dates, cocoa powder, shredded coconut, nuts",desserts,5,30,15,5,"{'fiber': 6, 'iron': 8}",220,10,0,"1. In a food processor, combine dates, cocoa powder, shredded coconut, and nuts. 2. Blend until sticky. 3. Roll into small balls and refrigerate for 30 minutes before serving.",TRUE
Kiwi and Mango Sorbet,"A refreshing sorbet made with fresh kiwi and mango, perfect for a hot day.","kiwi, mango, sugar, lime juice",desserts,1,30,0,2,"{'vitamin C': 40, 'fiber': 5}",150,10,0,"1. Puree kiwi, mango, sugar, and lime juice in a blender. 2. Pour into a container and freeze for 4 hours. 3. Scoop and serve cold.",TRUE
Avocado Lime Tart,"A creamy tart made with avocados and lime, offering a deliciously refreshing flavor.","avocados, lime juice, coconut milk, honey, almond crust",desserts,4,30,12,5,"{'fiber': 8, 'vitamin C': 20}",300,30,0,"1. In a bowl, blend avocados, lime juice, coconut milk, and honey until smooth. 2. Pour into a pre-made almond crust. 3. Chill for at least 2 hours before serving.",TRUE
"Spicy Roasted Chickpeas","Crispy chickpeas seasoned with spices, perfect as a snack or salad topping.","chickpeas, olive oil, spices (cayenne, paprika, garlic powder)",snack,20,30,10,1,"{'vitamin B6': 5, 'vitamin C': 2}",150,10,2,"1. Preheat oven to 400°F (200°C). 2. Rinse and dry chickpeas, toss with olive oil and spices. 3. Spread on a baking sheet in a single layer. 4. Roast for 25-30 minutes until crispy, shaking the pan halfway through. 5. Cool and serve.",TRUE
"Baked Sweet Potato Fries","Crispy baked fries made from sweet potatoes, seasoned with spices for added flavor.","sweet potatoes, olive oil, spices (salt, paprika)",snack,15,30,12,3,"{'vitamin A': 100, 'vitamin C': 20}",200,25,4,"1. Preheat oven to 425°F (220°C). 2. Cut sweet potatoes into fries and toss with olive oil and spices. 3. Spread on a baking sheet in a single layer. 4. Bake for 20-25 minutes, flipping halfway, until crispy. 5. Serve hot.",TRUE
"Hummus with Veggies","A creamy chickpea dip served with fresh vegetables for dipping, a healthy snack option.","chickpeas, tahini, olive oil, lemon juice, garlic, assorted veggies (carrots, cucumbers)",snack,10,15,8,2,"{'vitamin A': 10, 'vitamin C': 15}",180,15,3,"1. Blend chickpeas, tahini, olive oil, lemon juice, and garlic until smooth. 2. Serve with assorted cut veggies for dipping.",TRUE
"Guacamole with Whole Wheat Tortilla Chips","A creamy avocado dip served with crunchy tortilla chips, perfect for snacking.","avocados, lime juice, tomatoes, onions, whole wheat tortilla chips",snack,10,10,9,4,"{'vitamin C': 20, 'vitamin E': 10}",250,15,3,"1. Mash avocados in a bowl, mix in lime juice, diced tomatoes, and onions. 2. Serve with whole wheat tortilla chips.",TRUE
"Almond Butter and Apple Slices","Sliced apples served with creamy almond butter for a nutritious snack.","apples, almond butter",snack,5,5,5,3,"{'vitamin C': 10, 'vitamin E': 5}",150,10,2,"1. Slice apples and serve with almond butter for dipping.",TRUE
"Mixed Nuts and Dried Fruits","A simple and healthy mix of nuts and dried fruits, great for energy.","mixed nuts, dried fruits",snack,5,10,7,2,"{'vitamin E': 10, 'vitamin C': 5}",200,20,3,"1. Combine mixed nuts and dried fruits in a bowl. 2. Serve as a snack.",TRUE
"Air-Popped Popcorn with Nutritional Yeast","Light and crispy popcorn sprinkled with nutritional yeast for a cheesy flavor.","popcorn kernels, nutritional yeast, salt",snack,10,10,3,1,"{'vitamin B12': 5, 'fiber': 2}",100,5,2,"1. Air-pop popcorn kernels. 2. Sprinkle with nutritional yeast and salt before serving.",TRUE
"Yogurt with Granola and Berries","Creamy yogurt topped with crunchy granola and fresh berries, a nutritious snack or breakfast.","yogurt, granola, mixed berries",snack,5,5,9,4,"{'calcium': 15, 'vitamin C': 20}",250,20,3,"1. Layer yogurt in a bowl, top with granola and mixed berries. 2. Serve immediately.",TRUE
"Rice Cakes with Avocado","Crispy rice cakes topped with mashed avocado for a healthy snack.","rice cakes, avocados, salt, pepper",snack,5,5,6,2,"{'vitamin E': 10, 'fiber': 2}",120,15,2,"1. Mash avocado and season with salt and pepper. 2. Spread on rice cakes and serve.",TRUE
"Cheese and Whole Grain Crackers","Creamy cheese paired with crunchy whole grain crackers, a classic snack.","cheese, whole grain crackers",snack,5,5,8,4,"{'calcium': 20, 'vitamin B2': 5}",200,15,3,"1. Serve cheese slices with whole grain crackers.",TRUE
"Veggie Sticks with Ranch Dip","Assorted fresh veggie sticks served with a creamy ranch dressing for dipping.","assorted veggies (carrots, celery, bell peppers), ranch dip",snack,10,15,5,2,"{'vitamin A': 20, 'vitamin C': 15}",100,10,2,"1. Cut assorted veggies into sticks. 2. Serve with ranch dip.",TRUE
"Dark Chocolate-Covered Pretzels","Salty pretzels coated with rich dark chocolate, a sweet and salty snack.","pretzels, dark chocolate",snack,10,15,4,2,"{'iron': 5, 'fiber': 2}",180,20,3,"1. Melt dark chocolate. 2. Dip pretzels into chocolate and let cool on parchment paper. 3. Serve once set.",TRUE
"Edamame with Sea Salt","Steamed edamame pods sprinkled with sea salt, a protein-packed snack.","edamame, sea salt",snack,10,5,9,1,"{'protein': 8, 'fiber': 3}",120,15,2,"1. Steam edamame pods until tender. 2. Sprinkle with sea salt and serve warm.",TRUE
"Mini Caprese Skewers","A fresh appetizer made with cherry tomatoes, mozzarella, and basil on skewers.","cherry tomatoes, mozzarella balls, basil leaves, balsamic glaze",appetizer,10,10,7,2,"{'vitamin C': 10, 'calcium': 15}",150,10,2,"1. Assemble skewers with cherry tomatoes, mozzarella, and basil. 2. Drizzle with balsamic glaze before serving.",TRUE
"Trail Mix with Nuts and Seeds","A mix of nuts and seeds for a healthy on-the-go snack.","mixed nuts, seeds (pumpkin, sunflower), dried fruits",snack,5,10,6,1,"{'protein': 8, 'vitamin E': 10}",200,15,3,"1. Combine mixed nuts, seeds, and dried fruits in a bowl. 2. Serve as a snack.",TRUE
"Roasted Seaweed Snacks","Crispy seaweed sheets seasoned for a savory snack.","seaweed, sesame oil, salt",snack,5,10,1,0,"{'iodine': 15, 'vitamin A': 5}",50,5,1,"1. Brush seaweed sheets with sesame oil and sprinkle with salt. 2. Roast in the oven until crispy. 3. Serve as a snack.",TRUE
